公司代码,公司名称,行业,后台节点ID,后台节点名称,L1,L2,L3,L4,L5,L6,L7,L8证据清单,L8证据状态,当前映射关键词,证据缺口,映射状态,置信度,映射来源,规则来源,映射证据ID数,直接L8证据数,映射ID
300440,运达科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300440_chain_ai_compute
300442,润泽科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300442_chain_ai_compute
300448,浩云科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300448_chain_ai_compute
300449,汉邦高科,IT设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,IT设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,IT设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300449_chain_ai_compute
300451,创业慧康,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300451_chain_ai_compute
300454,深信服,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300454_chain_ai_compute
300455,航天智装,IT设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,IT设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,IT设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300455_chain_ai_compute
300465,高伟达,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300465_chain_ai_compute
300468,四方精创,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300468_chain_ai_compute
300469,信息发展,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300469_chain_ai_compute
300479,神思电子,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300479_chain_ai_compute
300496,中科创达,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300496_chain_ai_compute
300502,新易盛,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300502_chain_ai_compute
300504,天邑股份,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300504_chain_ai_compute
300508,维宏股份,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300508_chain_ai_compute
300513,恒实科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300513_chain_ai_compute
300520,科大国创,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300520_chain_ai_compute
300523,辰安科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300523_chain_ai_compute
300525,博思软件,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300525_chain_ai_compute
300531,优博讯,IT设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,IT设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,IT设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300531_chain_ai_compute
300532,今天国际,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300532_chain_ai_compute
300541,先进数通,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300541_chain_ai_compute
300542,新晨科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300542_chain_ai_compute
300546,雄帝科技,IT设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,IT设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,IT设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300546_chain_ai_compute
300548,长芯博创,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300548_chain_ai_compute
300550,和仁科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300550_chain_ai_compute
300551,古鳌科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300551_chain_ai_compute
300552,万集科技,IT设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,IT设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,IT设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300552_chain_ai_compute
300556,丝路视觉,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300556_chain_ai_compute
300559,佳发教育,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300559_chain_ai_compute
300560,中富通,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300560_chain_ai_compute
300561,汇金科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300561_chain_ai_compute
300563,神宇股份,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300563_chain_ai_compute
300565,科信技术,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300565_chain_ai_compute
300570,太辰光,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300570_chain_ai_compute
300578,会畅科技,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300578_chain_ai_compute
300579,数字认证,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300579_chain_ai_compute
300588,熙菱信息,IT设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,IT设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,IT设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300588_chain_ai_compute
300590,移为通信,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300590_chain_ai_compute
300597,吉大通信,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300597_chain_ai_compute
300598,诚迈科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300598_chain_ai_compute
300603,立昂技术,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300603_chain_ai_compute
300605,恒锋信息,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300605_chain_ai_compute
300608,思特奇,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300608_chain_ai_compute
300609,汇纳科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300609_chain_ai_compute
300615,欣天科技,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300615_chain_ai_compute
300620,光库科技,通信设备,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,通信设备,云边端推理/AI算力综合映射,AI算力综合业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,通信设备,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300620_chain_ai_compute
300624,万兴科技,软件服务,chain_ai_compute,AI算力,未来产业主攻方向,AI算力,AI算力产业链,算力硬件/基础软件/网络互联/行业应用,软件服务,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,weak_evidence,0.3,industry,supply_chain_foundation,0,0,auto_300624_chain_ai_compute
